Course ID,Course Name,Department,Credit Hours,Type
SLH 329S,"Topics in Speech, Language, and Hearing Sciences",SLH,3,In-Residence
SLH 429S,"Topics in Speech, Language, and Hearing Sciences",SLH,4,In-Residence
SLH 529S,"Topics in Speech, Language, and Hearing Sciences",SLH,5,In-Residence
SLH 629S,"Topics in Speech, Language, and Hearing Sciences",SLH,6,In-Residence
SLH 729S,"Topics in Speech, Language, and Hearing Sciences",SLH,7,In-Residence
SLH 829S,"Topics in Speech, Language, and Hearing Sciences",SLH,8,In-Residence
SLH 929S,"Topics in Speech, Language, and Hearing Sciences",SLH,9,In-Residence
SLH 331E,Instructional Methods for Deaf Students,SLH,3,In-Residence
SLH 340P,Clinical Observation in Speech Language Pathology,SLH,3,In-Residence
SLH 341,Principles of Audiology,SLH,3,In-Residence
SLH 350,Language and the Brain,SLH,3,In-Residence
SLH 352,"Topics in Speech, Language, and Hearing Sciences",SLH,3,In-Residence
SLH 358,Anatomy and Physiology of the Speech and Hearing Mechanism,SLH,3,In-Residence
SLH 158L,Anatomy and Physiology of Speech and Hearing: Laboratory,SLH,1,In-Residence
SLH 360M,Communication and Deaf People,SLH,3,In-Residence
SLH 364,Deaf Education Internship,SLH,3,In-Residence
SLH 367K,Introduction to Speech and Language Disorders Assessment and Treatment in Children,SLH,3,In-Residence
SLH 167M,Clinical Practicum in Speech-Language Pathology and Audiology,SLH,1,In-Residence
SLH 367M,Clinical Practicum in Speech-Language Pathology and Audiology,SLH,3,In-Residence
SLH 370,Clinical Research Internship,SLH,3,In-Residence
SLH 170N,Internship,SLH,1,In-Residence
SLH 370N,Internship,SLH,3,In-Residence
SLH 670N,Internship,SLH,6,In-Residence
SLH 371,Introduction to Speech and Language Disorders Assessment and Treatment in Adults,SLH,3,In-Residence
SLH 373,Principles of Aural Rehabilitation,SLH,3,In-Residence
SLH 175N,Deaf Education Seminar,SLH,1,In-Residence
SLH 378,Clinical Audiology,SLH,3,In-Residence
SLH 378C,Experiential Learning in Clinical Research,SLH,3,In-Residence
SLH 378D,Quality of Life in Clinical Care,SLH,3,In-Residence
SLH 178K,"Studies in Speech Language Pathology, Audiology",SLH,1,In-Residence
SLH 278K,"Studies in Speech Language Pathology, Audiology",SLH,2,In-Residence
SLH 378K,"Studies in Speech Language Pathology, Audiology",SLH,3,In-Residence
SLH 178L,Clinical Laboratory Experience in Audiology,SLH,1,In-Residence
SLH 180E,Conference Course,SLH,1,In-Residence
SLH 280E,Conference Course,SLH,2,In-Residence
SLH 380E,Conference Course,SLH,3,In-Residence
SLH 480E,Conference Course,SLH,4,In-Residence
SLH 181L,Clinical Practicum,SLH,1,In-Residence
SLH 281L,Clinical Practicum,SLH,2,In-Residence
SLH 381L,Clinical Practicum,SLH,3,In-Residence
SLH 383C,Augmentative and Alternative Communication,SLH,3,In-Residence
SLH 383N,"Topics in Speech, Language, and Hearing Sciences for Doctoral Studies",SLH,3,In-Residence
SLH 385F,Knowledge and Skills in Clinical Science I,SLH,3,In-Residence
SLH 385S,Knowledge and Skills in Clinical Science II,SLH,3,In-Residence
SLH 386F,Fundamental Principles in Clinical Practicum,SLH,3,In-Residence
SLH 386R,Advanced Research Design and Statistics,SLH,3,In-Residence
SLH 386S,Advanced Applications in Clinical Practicum,SLH,3,In-Residence
SLH 686S,Advanced Applications in Clinical Practicum,SLH,6,In-Residence
SLH 986S,Advanced Applications in Clinical Practicum,SLH,9,In-Residence
SLH 391C,Cultural and Linguistic Diversity,SLH,3,In-Residence
SLH 391D,Cognitive and Linguistic Foundations of Language Development and Disorders,SLH,3,In-Residence
SLH 391E,Bilingualism: Typical and Disordered Communication in Adults,SLH,3,In-Residence
SLH 391K,Bilingualism: Typical and Disordered Communication in Pediatrics,SLH,3,In-Residence
SLH 391P,Anatomy and Physiology of the Auditory System,SLH,3,In-Residence
SLH 392C,Counseling,SLH,3,In-Residence
SLH 392S,Speech Perception: Theories and Clinical Aspects,SLH,3,In-Residence
SLH 393D,Dysphagia,SLH,3,In-Residence
SLH 393F,"Stuttering, Cluttering, and Typical Disfluency",SLH,3,In-Residence
SLH 393G,Developmental Speech Disorders,SLH,3,In-Residence
SLH 393J,Acquired Cognitive Communication Disorders II,SLH,3,In-Residence
SLH 393M,Acquired Cognitive Communication Disorders I,SLH,3,In-Residence
SLH 393P,Preschool Language Disorders,SLH,3,In-Residence
SLH 393Q,Acquired Speech Disorders,SLH,3,In-Residence
SLH 393S,School-Age Language Disorders,SLH,3,In-Residence
SLH 393V,Voice Disorders,SLH,3,In-Residence
SLH 394C,Amplifying Systems in Aural Rehabilitation,SLH,3,In-Residence
SLH 194D,Hearing Conservation,SLH,1,In-Residence
SLH 394D,Hearing Conservation,SLH,3,In-Residence
SLH 394E,Auditory Electrophysiology,SLH,3,In-Residence
SLH 395M,Applied Machine Learning and Data Analytics,SLH,3,In-Residence
SLH 395N,Neurobiological Perspectives on Speech and Language,SLH,3,In-Residence
SLH 396C,Advanced Amplifying Systems,SLH,3,In-Residence
SLH 396D,Auditory Processing Disorders,SLH,3,In-Residence
SLH 396E,Advanced Auditory Electrophysiology,SLH,3,In-Residence
SLH 396M,Signals and Systems in Hearing and Speech,SLH,3,In-Residence
SLH 698,Thesis,SLH,6,In-Residence
SLH 398T,Supervised Teaching,SLH,3,In-Residence
SLH 399W,Dissertation,SLH,3,In-Residence
SLH 699W,Dissertation,SLH,6,In-Residence
SLH 999W,Dissertation,SLH,9,In-Residence
SLH 381P,Auditory Processing Disorders,SLH,3,In-Residence
SLH 383P,Surgically Implanted Auditory Prostheses,SLH,3,In-Residence
SLH 383S,Applications of Surgically Implanted Auditory Prostheses,SLH,3,In-Residence
SLH 388P,Basic Clinical Practicum in Audiology,SLH,3,In-Residence
SLH 389P,Intermediate Clinical Practicum in Audiology,SLH,3,In-Residence
SLH 390P,Advanced Clinical Practicum in Audiology,SLH,3,In-Residence
SLH 190Q,Business Applications,SLH,1,In-Residence
SLH 390Q,Business Applications,SLH,3,In-Residence
SLH 391Q,Anatomy and Physiology of the Auditory System,SLH,3,In-Residence
SLH 392P,Speech Perception: Theories and Clinical Aspects,SLH,3,In-Residence
SLH 392Q,Counseling,SLH,3,In-Residence
SLH 394G,Auditory Electrophysiology,SLH,3,In-Residence
SLH 394J,Auditory Perception,SLH,3,In-Residence
SLH 394K,Aural Habilitation,SLH,3,In-Residence
SLH 394P,Amplifying Systems in Aural Rehabilitation,SLH,3,In-Residence
SLH 194Q,Hearing Conservation,SLH,1,In-Residence
SLH 394Q,Hearing Conservation,SLH,3,In-Residence
SLH 394S,Medical Audiology,SLH,3,In-Residence
SLH 394T,Applied Skills in Audiology,SLH,3,In-Residence
SLH 395D,"Audiology, Culturally Deaf Individuals, and Education",SLH,3,In-Residence
SLH 395H,Diverse Communities and Care,SLH,3,In-Residence
SLH 395K,Psychoacoustics,SLH,3,In-Residence
SLH 395Q,Pediatric Audiology,SLH,3,In-Residence
SLH 396H,Vestibular Sciences I,SLH,3,In-Residence
SLH 396J,Vestibular Sciences II,SLH,3,In-Residence
SLH 196K,Current Trends in Audiology,SLH,1,In-Residence
SLH 396K,Current Trends in Audiology,SLH,3,In-Residence
SLH 396P,Signals and Systems in Hearing and Speech,SLH,3,In-Residence
SLH 396Q,Advanced Amplifying Systems,SLH,3,In-Residence
SLH 396R,Advanced Auditory Electrophysiology,SLH,3,In-Residence
SLH 397,Clinical Externship in Audiology,SLH,3,In-Residence
SLH 697,Clinical Externship in Audiology,SLH,6,In-Residence
SLH 997,Clinical Externship in Audiology,SLH,9,In-Residence
SLH 198P,Audiology Research Practicum,SLH,1,In-Residence
SLH 398Q,Research Project in Audiology,SLH,3,In-Residence
SOC 302 (TCCN: SOCI 1301),Introduction to the Study of Society,SOC 302 (TCCN: SOCI,1,In-Residence
SOC 302P,Physical Activity and Society,SOC,3,In-Residence
SOC 304,Introductory Topics in Sociology,SOC,3,In-Residence
SOC 307C (TCCN: SOCI 2301),American Families Past and Present,SOC 307C (TCCN: SOCI,2,In-Residence
SOC 307D,Capital Punishment in America,SOC,3,In-Residence
SOC 307E (TCCN: SOCI 1306),Contemporary United States Social Problems,SOC 307E (TCCN: SOCI,1,In-Residence
SOC 307F,Diversity in American Families,SOC,3,In-Residence
SOC 307G,Culture and Society in the United States,SOC,3,In-Residence
SOC 307J,Education and Society,SOC,3,In-Residence
SOC 307K,Fertility and Reproduction,SOC,3,In-Residence
SOC 307L,"Gender, Race, and Class in American Society",SOC,3,In-Residence
SOC 307P,Introduction to the Sociology of Health and Well-Being,SOC,3,In-Residence
SOC 307Q,Environmental Inequality and Health,SOC,3,In-Residence
SOC 307S,Judaism and Christianity in Sociological Perspective,SOC,3,In-Residence
SOC 307T,Punishment and Society,SOC,3,In-Residence
SOC 308D,Ethnicity and Gender: La Chicana,SOC,3,In-Residence
SOC 308G,The Rich and the Poor in America: Sociological Perspective,SOC,3,In-Residence
SOC 308J,Romantic Relationships and Family Formation,SOC,3,In-Residence
SOC 308K,Social Change and the Future,SOC,3,In-Residence
SOC 308L,Social Transformation of Love and Relationships,SOC,3,In-Residence
SOC 308M,Sociology of Identity,SOC,3,In-Residence
SOC 308N,"Comparative Religion, Politics, and Culture",SOC,3,In-Residence
SOC 308S,Introduction to Health and Society,SOC,3,In-Residence
SOC 309C,Creating the Sustainable Society,SOC,3,In-Residence
SOC 309D,Black and Latinx Intersections,SOC,3,In-Residence
SOC 309G,The New Latinas/os/xs,SOC,3,In-Residence
SOC 310S,Women's Reproductive Health for Nonscience Majors,SOC,3,In-Residence
SOC 311C,Social Determinants of Health,SOC,3,In-Residence
SOC 312S,"Society, Health, and Happiness",SOC,3,In-Residence
SOC 313K,Introduction to the Sociology of Religion,SOC,3,In-Residence
SOC 317L,Introduction to Social Statistics,SOC,3,In-Residence
SOC 318,Juvenile Delinquency,SOC,3,In-Residence
SOC 319,Introduction to Social Demography,SOC,3,In-Residence
SOC 119S,Topics in Sociology,SOC,1,In-Residence
SOC 219S,Topics in Sociology,SOC,2,In-Residence
SOC 319S,Topics in Sociology,SOC,3,In-Residence
SOC 419S,Topics in Sociology,SOC,4,In-Residence
SOC 519S,Topics in Sociology,SOC,5,In-Residence
SOC 619S,Topics in Sociology,SOC,6,In-Residence
SOC 719S,Topics in Sociology,SOC,7,In-Residence
SOC 819S,Topics in Sociology,SOC,8,In-Residence
SOC 919S,Topics in Sociology,SOC,9,In-Residence
SOC 320C,Cancerland,SOC,3,In-Residence
SOC 320K,Political Sociology,SOC,3,In-Residence
SOC 320S,Soundtrack of Revolutions,SOC,3,In-Residence
SOC 320T,Qualitative Methods for Social Research,SOC,3,In-Residence
SOC 321C,Consumption in Latin America,SOC,3,In-Residence
SOC 321D,Demography of Crime and Punishment,SOC,3,In-Residence
SOC 321E,"Economy, Culture, and Society",SOC,3,In-Residence
SOC 321F,Fundraising and Philanthropy,SOC,3,In-Residence
SOC 321G,Global Health Issues and Health Systems,SOC,3,In-Residence
SOC 321K,Contemporary Issues in Sociology: Special Topics,SOC,3,In-Residence
SOC 321L,Sociology of Education,SOC,3,In-Residence
SOC 321P,Politics and Society in Latin America,SOC,3,In-Residence
SOC 321Q,Social Inequality,SOC,3,In-Residence
SOC 321R,The Sociology of Race and Work,SOC,3,In-Residence
SOC 321S,Anti-Semitism,SOC,3,In-Residence
SOC 321T,Sociology of Africa,SOC,3,In-Residence
SOC 321U,Urban Sociology,SOC,3,In-Residence
SOC 321V,Environmental Sociology,SOC,3,In-Residence
SOC 322C,Sociology of Creativity,SOC,3,In-Residence
SOC 322D,Race and the Digital,SOC,3,In-Residence
SOC 322F,Mental Health in Social Context,SOC,3,In-Residence
SOC 322G,"Politics, Power, and Society",SOC,3,In-Residence
SOC 322J,Economic Sociology of Health,SOC,3,In-Residence
SOC 322K,Race and Ethnicity Politics,SOC,3,In-Residence
SOC 322L,Law and Organizations,SOC,3,In-Residence
SOC 322M,Sociology of Masculinities,SOC,3,In-Residence
SOC 322N,Race Politics and Caribbeans,SOC,3,In-Residence
SOC 322P,Sex and Violence in Popular Culture,SOC,3,In-Residence
SOC 322T,Latino Migration and Human Trafficking,SOC,3,In-Residence
SOC 322U,United States Immigration,SOC,3,In-Residence
SOC 322V,"Race, Gender, and Surveillance",SOC,3,In-Residence
SOC 323,The Family,SOC,3,In-Residence
SOC 323C,Policing,SOC,3,In-Residence
SOC 323D,Border Control and Deaths,SOC,3,In-Residence
SOC 323F,Food and Society,SOC,3,In-Residence
SOC 323G,Globalization and the Coronavirus Pandemic,SOC,3,In-Residence
SOC 323L,Latina/o/x Citizenship,SOC,3,In-Residence
SOC 323S,Building the Sustainable City,SOC,3,In-Residence
SOC 324K,Social Change in Developing Nations,SOC,3,In-Residence
SOC 324P,International Political Economy of Lower-Income Countries,SOC,3,In-Residence
SOC 325F,African American Family in Historical and Contemporary Contexts,SOC,3,In-Residence
SOC 325K,Criminology,SOC,3,In-Residence
SOC 325L,Sociology of Criminal Justice,SOC,3,In-Residence
SOC 326D,Data Science for the Social World,SOC,3,In-Residence
SOC 327M,Social Research Methods,SOC,3,In-Residence
SOC 329,Social Stratification,SOC,3,In-Residence
SOC 129S,Topics in Sociology,SOC,1,In-Residence
SOC 229S,Topics in Sociology,SOC,2,In-Residence
SOC 329S,Topics in Sociology,SOC,3,In-Residence
SOC 429S,Topics in Sociology,SOC,4,In-Residence
SOC 529S,Topics in Sociology,SOC,5,In-Residence
SOC 629S,Topics in Sociology,SOC,6,In-Residence
SOC 729S,Topics in Sociology,SOC,7,In-Residence
SOC 829S,Topics in Sociology,SOC,8,In-Residence
SOC 929S,Topics in Sociology,SOC,9,In-Residence
SOC 330C,Death and Dying: Sociological Perspectives,SOC,3,In-Residence
SOC 330P,Sociology and Social Psychology,SOC,3,In-Residence
SOC 333K,Sociology of Gender,SOC,3,In-Residence
SOC 335R,Reproductive Justice and Race,SOC,3,In-Residence
SOC 336C,American Dilemmas,SOC,3,In-Residence
SOC 336D,"Race, Class, and Health",SOC,3,In-Residence
SOC 336G,Gender Politics in the Islamic World,SOC,3,In-Residence
SOC 336P,Social Psychology and the Law,SOC,3,In-Residence
SOC 340C,Globalization,SOC,3,In-Residence
SOC 340D,Violence,SOC,3,In-Residence
SOC 340L,Aging and the Life Course,SOC,3,In-Residence
SOC 340S,Race and United States Social Policy,SOC,3,In-Residence
SOC 341C,Medical Sociology,SOC,3,In-Residence
SOC 342N,Social Inequality and Health in the United States,SOC,3,In-Residence
SOC 342S,Sex and Sexuality in the Muslim World,SOC,3,In-Residence
SOC 343,Religion and Society,SOC,3,In-Residence
SOC 344,Racial and Ethnic Relations,SOC,3,In-Residence
SOC 344C,"Race, Science, and Race Science",SOC,3,In-Residence
SOC 345D,Inequality in the United States Educational System,SOC,3,In-Residence
SOC 350M,Sociology Internship Seminar,SOC,3,In-Residence
SOC 352,Social Movements,SOC,3,In-Residence
SOC 352E,Media Industries and Entrepreneurship,SOC,3,In-Residence
SOC 352S,Globalization and Social Media,SOC,3,In-Residence
SOC 354K,Sociology of Health and Illness,SOC,3,In-Residence
SOC 359,Labor and Labor Movements,SOC,3,In-Residence
SOC 366,Deviance,SOC,3,In-Residence
SOC 369K,Population and Society,SOC,3,In-Residence
SOC 679H,Honors Tutorial Course,SOC,6,In-Residence
SOC 379M,Sociological Theory,SOC,3,In-Residence
SOC 379N,Conference Course,SOC,3,In-Residence
SOC 379P,Undergraduate Research Opportunity,SOC,3,In-Residence
SOC 180,Conference Course,SOC,1,In-Residence
SOC 280,Conference Course,SOC,2,In-Residence
SOC 380,Conference Course,SOC,3,In-Residence
SOC 383K,Seminars in Social Psychology,SOC,3,In-Residence
SOC 384J,Special Topics in Social Statistics,SOC,3,In-Residence
SOC 384L,Social Statistics: Basic Concepts and Methods,SOC,3,In-Residence
SOC 384M,Seminar in Data Analysis,SOC,3,In-Residence
SOC 385K,Social Statistics: Discrete Multivariate Models,SOC,3,In-Residence
SOC 385M,Social Statistics: Linear Models,SOC,3,In-Residence
SOC 385N,Causal Inference,SOC,3,In-Residence
SOC 386L,Social Statistics: Dynamic Models and Longitudinal Data Analysis,SOC,3,In-Residence
SOC 387C,Special Topics in Social Research Methods,SOC,3,In-Residence
SOC 387J,Fundamentals of Research Methods,SOC,3,In-Residence
SOC 387L,Qualitative Methods for the Social Sciences,SOC,3,In-Residence
SOC 388J,Readings in Ethnography,SOC,3,In-Residence
SOC 388K,Field and Observational Methods,SOC,3,In-Residence
SOC 388L,Historical and Comparative Methods,SOC,3,In-Residence
SOC 388N,Ethnographic Theory and Practice,SOC,3,In-Residence
SOC 389E,Event History Analysis,SOC,3,In-Residence
SOC 389K,Seminars in Demography,SOC,3,In-Residence
SOC 190K,Proposal Preparation,SOC,1,In-Residence
SOC 290K,Proposal Preparation,SOC,2,In-Residence
SOC 390K,Proposal Preparation,SOC,3,In-Residence
SOC 690K,Proposal Preparation,SOC,6,In-Residence
SOC 990K,Proposal Preparation,SOC,9,In-Residence
SOC 391L,Basic Demographic Methods and Materials,SOC,3,In-Residence
SOC 394K,Seminars in Sociological Theory,SOC,3,In-Residence
SOC 395E,Seminars in Education,SOC,3,In-Residence
SOC 395F,Seminars in Family,SOC,3,In-Residence
SOC 395G,Seminars in Gender,SOC,3,In-Residence
SOC 395J,Seminars in Health,SOC,3,In-Residence
SOC 395L,Seminars in Race and Ethnicity,SOC,3,In-Residence
SOC 396L,"Seminars in Work, Occupations, and Organizations",SOC,3,In-Residence
SOC 396N,"Seminars in Crime, Law, and Deviance",SOC,3,In-Residence
SOC 396P,"Seminars in Political Sociology, Development, and Globalization",SOC,3,In-Residence
SOC 396Q,Seminars in Law and Human Rights,SOC,3,In-Residence
SOC 397D,Publishing Papers in Sociology,SOC,3,In-Residence
SOC 397P,Proseminar,SOC,3,In-Residence
SOC 698,Thesis,SOC,6,In-Residence
SOC 398T,Supervised Teaching in Sociology,SOC,3,In-Residence
SOC 399W,Dissertation,SOC,3,In-Residence
SOC 699W,Dissertation,SOC,6,In-Residence
SOC 999W,Dissertation,SOC,9,In-Residence
SPC 119S,Topics in Spanish Civilization,SPC,1,In-Residence
SPC 219S,Topics in Spanish Civilization,SPC,2,In-Residence
SPC 319S,Topics in Spanish Civilization,SPC,3,In-Residence
SPC 419S,Topics in Spanish Civilization,SPC,4,In-Residence
SPC 519S,Topics in Spanish Civilization,SPC,5,In-Residence
SPC 619S,Topics in Spanish Civilization,SPC,6,In-Residence
SPC 719S,Topics in Spanish Civilization,SPC,7,In-Residence
SPC 819S,Topics in Spanish Civilization,SPC,8,In-Residence
SPC 919S,Topics in Spanish Civilization,SPC,9,In-Residence
SPC 320C,Topics in Iberian or Latin American Studies,SPC,3,In-Residence
SPC 129S,Topics in Spanish Civilization,SPC,1,In-Residence
SPC 229S,Topics in Spanish Civilization,SPC,2,In-Residence
SPC 329S,Topics in Spanish Civilization,SPC,3,In-Residence
SPC 429S,Topics in Spanish Civilization,SPC,4,In-Residence
SPC 529S,Topics in Spanish Civilization,SPC,5,In-Residence
SPC 629S,Topics in Spanish Civilization,SPC,6,In-Residence
SPC 729S,Topics in Spanish Civilization,SPC,7,In-Residence
SPC 829S,Topics in Spanish Civilization,SPC,8,In-Residence
SPC 929S,Topics in Spanish Civilization,SPC,9,In-Residence
SPN 301,Spanish for Graduate Students in Other Departments,SPN,3,In-Residence
SPN 601D,First-Year Spanish I,SPN,6,In-Residence
SPN 604,Accelerated Introductory Spanish for Heritage Learners,SPN,6,In-Residence
SPN 610D,First-Year Spanish II,SPN,6,In-Residence
SPN 311,Intermediate Spanish,SPN,3,In-Residence
SPN 611D,Second-Year Spanish,SPN,6,In-Residence
SPN 311J,Intermediate Spanish for Heritage Learners,SPN,3,In-Residence
SPN 314,Spanish Conversation and Culture,SPN,3,In-Residence
SPN 314J,Writing and Culture in Context for Heritage Learners,SPN,3,In-Residence
SPN 119S,Topics in Spanish,SPN,1,In-Residence
SPN 219S,Topics in Spanish,SPN,2,In-Residence
SPN 319S,Topics in Spanish,SPN,3,In-Residence
SPN 419S,Topics in Spanish,SPN,4,In-Residence
SPN 519S,Topics in Spanish,SPN,5,In-Residence
SPN 619S,Topics in Spanish,SPN,6,In-Residence
SPN 719S,Topics in Spanish,SPN,7,In-Residence
SPN 819S,Topics in Spanish,SPN,8,In-Residence
SPN 919S,Topics in Spanish,SPN,9,In-Residence
SPN 327C,Advanced Grammar and Writing in Context,SPN,3,In-Residence
SPN 327N,Academic Writing for Heritage Speakers,SPN,3,In-Residence
SPN 327V,Advanced Writing and Service Learning,SPN,3,In-Residence
SPN 328,Spanish Civilization,SPN,3,In-Residence
SPN 328C,Introduction to Literatures and Cultures,SPN,3,In-Residence
SPN 129S,Topics in Spanish,SPN,1,In-Residence
SPN 229S,Topics in Spanish,SPN,2,In-Residence
SPN 329S,Topics in Spanish,SPN,3,In-Residence
SPN 429S,Topics in Spanish,SPN,4,In-Residence
SPN 529S,Topics in Spanish,SPN,5,In-Residence
SPN 629S,Topics in Spanish,SPN,6,In-Residence
SPN 729S,Topics in Spanish,SPN,7,In-Residence
SPN 829S,Topics in Spanish,SPN,8,In-Residence
SPN 929S,Topics in Spanish,SPN,9,In-Residence
SPN 130D,Spanish across Disciplines,SPN,1,In-Residence
SPN 330L,Introduction to Language and Linguistics in Society,SPN,3,In-Residence
SPN 346C,Spanish Pronunciation,SPN,3,In-Residence
SPN 348V,Research through Community Engagement,SPN,3,In-Residence
SPN 350C,Gender Issues in Contemporary Latin American Cinema,SPN,3,In-Residence
SPN 350D,Latin American Film and Culture,SPN,3,In-Residence
SPN 350E,Mediascapes: Literature and Media in the Caribbean,SPN,3,In-Residence
SPN 350F,Latin Noir: Film and Crime in Latin America,SPN,3,In-Residence
SPN 350G,Cuban Revolution,SPN,3,In-Residence
SPN 350I,Latin American Literary and Artistic Environmental Activism,SPN,3,In-Residence
SPN 351,Don Quijote and the Early Modern World,SPN,3,In-Residence
SPN 351C,"Globalization, Film, and Media in Latin America",SPN,3,In-Residence
SPN 352C,Contemporary Caribbean Literature,SPN,3,In-Residence
SPN 352D,"History, Discourse, and Language in Latin America",SPN,3,In-Residence
SPN 353,Sociolinguistics,SPN,3,In-Residence
SPN 353C,Journalism and Human Rights in Latin America,SPN,3,In-Residence
SPN 354C,Literature and Exile in the Spanish Caribbean,SPN,3,In-Residence
SPN 355C,Fantastic Fiction from Latin America,SPN,3,In-Residence
SPN 355D,Jewish Voices from Latin America,SPN,3,In-Residence
SPN 355E,Revolutionary Imagination in Latin American Cultures,SPN,3,In-Residence
SPN 355F,Violence in Contemporary Mexican Culture,SPN,3,In-Residence
SPN 355G,Memory and Writing in Caribbean Culture,SPN,3,In-Residence
SPN 355I,Migrations and Exiles in Latin American Literature and the Arts,SPN,3,In-Residence
SPN 355J,Cultures in Contact in Colonial Spanish America,SPN,3,In-Residence
SPN 355K,Body Politics in Latin American Poetry,SPN,3,In-Residence
SPN 355L,From El Che to Evita,SPN,3,In-Residence
SPN 355M,Garcia Marquez,SPN,3,In-Residence
SPN 355N,Hip Hop Culture in Latin America,SPN,3,In-Residence
SPN 355Q,Gender and Modernity in Mexican Literature and Culture,SPN,3,In-Residence
SPN 355R,"East, West, and New World Encounters",SPN,3,In-Residence
SPN 356C,Indigenous Voices in Latin American Literature,SPN,3,In-Residence
SPN 356D,Indigenous Resurgence,SPN,3,In-Residence
SPN 356E,"Hispanic Short Films, Stories, and Poems",SPN,3,In-Residence
SPN 357C,Writing on the Edge: Literature and Incarceration,SPN,3,In-Residence
SPN 357D,Cultures in Contact in Medieval Spain,SPN,3,In-Residence
SPN 357E,Spanish Translation and the Social Sciences,SPN,3,In-Residence
SPN 357F,Writing the Other in Spain and Latin American Texts,SPN,3,In-Residence
SPN 357G,Spain on the Red Carpet,SPN,3,In-Residence
SPN 358C,Brevity in Spanish-Language Literature and Film,SPN,3,In-Residence
SPN 358D,Spanish Creative Writing Fiction,SPN,3,In-Residence
SPN 358E,Spanish Creative Writing Nonfiction,SPN,3,In-Residence
SPN 359,United States Latino Literatures and Cultures in Context,SPN,3,In-Residence
SPN 364L,Linguistics and the Spanish Learner,SPN,3,In-Residence
SPN 365G,Conference Course in Hispanic Linguistics,SPN,3,In-Residence
SPN 365L,Conference Course in Hispanic Literature,SPN,3,In-Residence
SPN 367C,Spanish for Health Care Professions,SPN,3,In-Residence
SPN 367D,Business in Hispanic Life and Culture,SPN,3,In-Residence
SPN 367T,Advanced Oral and Written Expression for Teachers,SPN,3,In-Residence
SPN 368D,Contact Spanish in the United States,SPN,3,In-Residence
SPN 368E,Bilingualism,SPN,3,In-Residence
SPN 368F,Spanish in Mental Health Contexts,SPN,3,In-Residence
SPN 369C,African Diasporas,SPN,3,In-Residence
SPN 377C,Topics in Spanish,SPN,3,In-Residence
SPN 377H,Honors Tutorial Course,SPN,3,In-Residence
SPN 379C,Capstone Seminar in Literatures and Cultures,SPN,3,In-Residence
SPN 679H,Honors Tutorial Course,SPN,6,In-Residence
SPN 379L,Capstone Seminar in Linguistics,SPN,3,In-Residence
SPN 380K,Studies in Spanish American Literature,SPN,3,In-Residence
SPN 285L,Conference Course in Hispanic Literatures and Linguistics,SPN,2,In-Residence
SPN 385L,Conference Course in Hispanic Literatures and Linguistics,SPN,3,In-Residence
SPN 396K,Comparative Romance Linguistics,SPN,3,In-Residence
SPN 398R,Master's Report,SPN,3,In-Residence
SSE 380,Introduction to Semiconductors,SSE,3,In-Residence
SSE 380C,Topics in Semiconductor Science and Engineering,SSE,3,In-Residence
SSE 381,Semiconductor Processes,SSE,3,In-Residence
SSE 382,Semiconductor Devices,SSE,3,In-Residence
SSE 390,Semiconductor Manufacturing Laboratory,SSE,3,In-Residence
SSE 391,Semiconductor Metrology and Characterization Laboratory,SSE,3,In-Residence
SSE 395,Research,SSE,3,In-Residence
SSE 398R,Master's Report,SSE,3,In-Residence
STA 301,Introduction to Data Science,STA,3,In-Residence
STA 301H,Introduction to Data Science: Honors,STA,3,In-Residence
STA 309,Elementary Business Statistics,STA,3,In-Residence
STA 309H,Elementary Business Statistics: Honors,STA,3,In-Residence
STA 235,Data Science for Business Applications,STA,2,In-Residence
STA 235H,Data Science for Business Applications: Honors,STA,2,In-Residence
STA 140S,Topics in Statistics,STA,1,In-Residence
STA 240S,Topics in Statistics,STA,2,In-Residence
STA 340S,Topics in Statistics,STA,3,In-Residence
STA 440S,Topics in Statistics,STA,4,In-Residence
STA 540S,Topics in Statistics,STA,5,In-Residence
STA 640S,Topics in Statistics,STA,6,In-Residence
STA 740S,Topics in Statistics,STA,7,In-Residence
STA 840S,Topics in Statistics,STA,8,In-Residence
STA 940S,Topics in Statistics,STA,9,In-Residence
STA 371G,Statistics and Modeling,STA,3,In-Residence
STA 371H,Statistics and Modeling: Honors,STA,3,In-Residence
STA 372T,Topics in Statistics,STA,3,In-Residence
STA 375,Statistics and Modeling for Finance,STA,3,In-Residence
STA 375H,Statistics and Modeling for Finance: Honors,STA,3,In-Residence
STA 376,Intermediate Statistics,STA,3,In-Residence
STA 180,Seminar in Business Statistics,STA,1,In-Residence
STA 280,Seminar in Business Statistics,STA,2,In-Residence
STA 380,Seminar in Business Statistics,STA,3,In-Residence
STA 280N,Topics in Statistics,STA,2,In-Residence
STA 381,Sampling,STA,3,In-Residence
STA 184N,Topics in Business Analytics,STA,1,In-Residence
STA 284N,Topics in Business Analytics,STA,2,In-Residence
STA 384N,Topics in Business Analytics,STA,3,In-Residence
STA 287,Business Analytics and Decision Modeling,STA,2,In-Residence
STA 387,Business Analytics and Decision Modeling,STA,3,In-Residence
STA 287C,Business Analytics and Decision Modelling for Executives,STA,2,In-Residence
STC 380C,Assessing Technologies and Innovations,STC,3,In-Residence
STC 081C,Strategic Career Planning,STC,0,In-Residence
